t,gx,gy,gz,ax,ay,az,temp
3809,471.00,-624.00,-423.00,1220.00,156.00,18452.00,-2352.00
3825,846.00,57.00,-648.00,1400.00,228.00,18568.00,-2304.00
3842,880.00,294.00,-188.00,1496.00,204.00,18740.00,-2320.00
3859,339.00,472.00,250.00,1936.00,208.00,19172.00,-2304.00
3875,-105.00,268.00,249.00,1476.00,-148.00,18856.00,-2336.00
3892,26.00,605.00,-185.00,1232.00,-220.00,18812.00,-2304.00
3908,-74.00,438.00,-273.00,1360.00,28.00,18892.00,-2336.00
3924,-135.00,508.00,-215.00,1448.00,228.00,18592.00,-2320.00
3941,-31.00,579.00,190.00,1348.00,424.00,18520.00,-2320.00
3957,-146.00,1146.00,565.00,1364.00,436.00,18732.00,-2320.00
3974,-303.00,1207.00,1106.00,1212.00,284.00,18552.00,-2320.00
3990,-351.00,990.00,1138.00,1052.00,-336.00,18644.00,-2304.00
4007,-67.00,3.00,-737.00,656.00,-1372.00,19016.00,-2320.00
4024,1765.00,-1470.00,-1870.00,532.00,-520.00,18052.00,-2304.00
4040,2504.00,-1481.00,-2405.00,1340.00,488.00,18360.00,-2352.00
4057,2646.00,-1022.00,-1994.00,1712.00,784.00,18704.00,-2352.00
4073,2306.00,-391.00,-1863.00,1620.00,1132.00,18548.00,-2336.00
4090,1750.00,80.00,-1154.00,1204.00,384.00,18560.00,-2352.00
4107,878.00,114.00,-587.00,1668.00,356.00,18976.00,-2336.00
4123,-464.00,-490.00,-80.00,1480.00,756.00,18932.00,-2336.00
4140,-1048.00,-727.00,371.00,1460.00,872.00,18912.00,-2336.00
4156,-1134.00,-882.00,474.00,1560.00,964.00,18804.00,-2320.00
4173,-978.00,-733.00,853.00,1548.00,488.00,18768.00,-2304.00
4190,-1072.00,159.00,659.00,1276.00,584.00,18916.00,-2336.00
4206,-965.00,155.00,218.00,1488.00,-108.00,18260.00,-2352.00
4222,-336.00,1108.00,-637.00,1580.00,-32.00,18376.00,-2320.00
4239,-291.00,315.00,-699.00,1344.00,4.00,18860.00,-2352.00
4255,-86.00,393.00,-1258.00,1120.00,-368.00,19132.00,-2320.00
